Brand,Phone Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Apple,Apple IPhone XS,"₦ 375,000","₦ 660,000",43%,"Apple IPhone XS Max (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - Gold",1,5
Apple,Apple IPhone 6,"₦ 82,450","₦ 124,286",34%,Apple IPhone 6 128GB Mobile Phone - 4.7 Inch IOS 8.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 7,"₦ 199,620","₦ 270,157",26%,Apple IPhone 7 Plus 32GB 5.5 Inch IOS 10 12MP Camera Smartphone(Black),,
Apple,Apple IPhone 8,"₦ 121,700","₦ 135,300",10%,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Gold",2,4.5
Apple,Apple IPhone 5S,"₦ 34,000","₦ 58,999",42%,Apple IPhone 5S - IOS 12 - 4.0 Inch Screen - 32G+1G - 8MP  Refurbished Smart Phones,17,4.1
Apple,Apple IPhone 6,"₦ 82,000","₦ 117,143",30%,Apple IPhone 6 64GB Smartphone With Finger Sensor 4G LTE - Grey,1,5
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Black,,
Apple,Apple IPhone 11,"₦ 360,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Black",2,5
Apple,Apple IPhone XR,"₦ 274,999","₦ 560,000",51%,"Apple IPhone XR (3GB RAM, 128GB ROM) IOS 12 (12MP+7MP) - White",,
Apple,Apple IPhone 11,"₦ 365,000","₦ 375,000",3%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Purple",1,5
Apple,Apple IPhone XS,"₦ 320,000","₦ 530,000",40%,"Apple IPhone XS (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP - 1 Year Warranty - Grey",,
Apple,Apple IPhone 6s,"₦ 178,000",,,Apple IPhone 6s 4.7 Inch 16GB ROM+2GB-12MP+5MP-With Fingerprint(Refurbished)-Rose Gold,14,4.5
Apple,Apple IPhone 8,"₦ 200,000",,,"Apple IPhone 8 4.7-Inch HD (2GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Space Grey",,4.4
Apple,Apple IPhone XS,"₦ 330,999","₦ 570,000",42%,"Apple IPhone XS Max (4GB RAM, 64GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - Silver",,
Apple,Apple Iphone 12,"₦ 700,000",,,Apple Iphone 12 Pro Max 256GB - Pacific Blue,,
Apple,Apple IPhone 11,"₦ 560,000",,,"Apple IPhone 11 Pro Max 6.5''- Dual Sim-Super Retina (4GB RAM, 64GB ROM),iOS 13,(12MP+12MP+12MP)+12MP- 4G LTE Smartphone-Gray",2,4
Apple,Apple IPhone X,"₦ 208,400","₦ 225,400",8%,Apple IPhone X - 5.8'' - 3GB RAM + 256GB ROM - Refurbished Smartphone - White,3,5
Apple,Apple Iphone 6,"₦ 140,000",,,"Apple Iphone 6 Plus 64gb Space Grey And Free Pouch, Screen Protector & Rechargeable Light",,
Apple,Apple IPhone 11,"₦ 332,999","₦ 364,900",9%,"Apple IPhone 11 6.1''-2020 EDITION- Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone-White",,4
Apple,Apple IPhone 7,"₦ 210,000",,,Apple IPhone 7 Plus 128GB - Gold,1,4
Apple,Apple IPhone 8,"₦ 260,000",,,Apple IPhone 8 Plus 256GB Smartphone - Gold,1,5
Apple,Apple IPhone XS,"₦ 370,999","₦ 660,000",44%,"Apple IPhone XS Max (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - Silver",,
Apple,Apple IPhone XS,"₦ 375,000",,,"Apple IPhone XS Max (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  Space Grey",3,3
Apple,Apple IPhone 11,"₦ 369,999","₦ 390,000",5%,Apple IPhone 11 64GB Red - Authorized Reseller Store,,
Apple,Apple IPhone 11,"₦ 340,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone-Nano Sim-PURPLE",,
Apple,Apple IPhone 8,"₦ 199,900","₦ 219,700",9%,"Apple IPhone 8 Plus 5.5 Inch 256GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Black",,
Apple,Apple IPhone 6,"₦ 82,000","₦ 117,143",30%,Apple IPhone 6 64GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 11,"₦ 549,990","₦ 550,000",1%,"Apple IPhone 11 Pro Max 6.5'' Super Retina-Dual Sim(4GB RAM, 64GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G Smartphone- Space Gray",1,5
Apple,Apple IPhone 11,"₦ 360,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - White",,
Apple,Apple IPhone XS,"₦ 320,000",,,"Apple IPhone XS Max (4GB RAM, 64GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  Gold",,
Apple,Apple IPhone 8,"₦ 180,600","₦ 189,000",4%,"Apple IPhone 8 Plus 5.5 Inch 64GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",,
Apple,Apple IPhone 5,"₦ 21,900","₦ 39,020",44%,Apple IPhone 5 - 16GB ROM +1GB RAM -8 MP- 4 Inch -  Apple Smartphones--black,12,4
Apple,Apple IPhone 6,"₦ 52,800","₦ 120,000",56%,Apple IPhone 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Silver,72,4
Apple,Apple IPhone 6S,"₦ 65,800","₦ 147,630",55%,Apple IPhone 6S 4.7 Inch 2GB + 16GB 12MP + 5MP 3D Touch 4G LTE Smartphone (Gift) – Rose Gold,6,4.3
Apple,Apple IPhone 8,"₦ 180,600","₦ 189,000",4%,"Apple IPhone 8 Plus 5.5 Inch 64GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Red",,
Apple,Apple IPhone 11,"₦ 550,000",,,"Apple IPhone 11 Pro Max 6.5-Inch Super Retina XDR OLED (4GB RAM, 64GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Silver",,
Apple,Apple IPhone 11,"₦ 599,000",,,"Apple IPhone 11 Pro Max 6.5-Inch Super Retina XDR OLED (4GB RAM, 256GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Midnight Green",,
Apple,Apple IPhone 6S,"₦ 81,900","₦ 180,000",55%,Apple IPhone 6S Plus 5.5 Inch 2GB + 16GB 12MP + 5MP Finger Sensor 4G LTE Smartphone (Free Gift) – Gold,14,4.3
Apple,Apple IPhone X,"₦ 255,000",,,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 64GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",8,4.1
Apple,Apple IPhone 12,"₦ 589,000","₦ 765,000",23%,"Apple IPhone 12 Pro - 128GB, 6GB RAM, 6.1-Inch, 5G, (12MP+12MP+12MP), 2815mAh-Graphite",,
Apple,Apple IPhone 8,"₦ 230,000",,,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Space Grey (+ 1 Year Warranty)",1,4
Apple,Apple IPhone 6,"₦ 63,500","₦ 118,000",46%,Apple IPhone 6 64GB Refurbished Smartphone With Finger Sensor - Gold,1,5
Apple,Apple IPhone 11,"₦ 560,000",,,"Apple IPhone 11 Pro Max 6.5'' Super Retina (4GBRAM, 256GB ROM),iOS 13(12MP+12MP+12MP)+12MP 4G LTE Smartphone-Gold",,
Apple,Apple IPhone 6,"₦ 67,500","₦ 120,000",44%,Apple IPhone 6 - 128GB+1GB -8 MP- 4.7 Inch+4G Network  Refurbished Smart Phones-Gold,,
Apple,Apple IPhone 6,"₦ 63,500 - ₦ 85,800","₦ 85,800",26%,"Apple IPhone 6 -(64GB ROM, 1GB) -8 MP -  4.7 Inch+4G Network +Fingerprint Refurbished Smartphone - Gold",13,4.8
Apple,Apple IPhone 7,"₦ 136,800","₦ 279,200",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Black,,
Apple,Apple IPhone 7,"₦ 149,999","₦ 264,000",43%,Apple IPhone 7 Plus 5.5'' Inch 128GB+3GB-12MP+7MP With Fingerprint(Refurbished)-Red,1,4
Apple,Apple IPhone 7,"₦ 164,990","₦ 320,588",49%,Apple IPhone 7 Plus 5.5'' Inch 128GB+3GB-12MP+7MP Fingerprint Smartphone (Refurbished)-Black,3,4.7
Apple,Apple IPhone 7,"₦ 152,700","₦ 311,700",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Red,3,4.7
Apple,Apple IPhone 12,"₦ 639,455","₦ 830,000",23%,"Apple IPhone 12 Pro - 256GB, 6GB RAM, 6.1-Inch, 5G, (12MP+12MP+12MP), 2815mAh-Graphite",,
Apple,Apple IPhone X,"₦ 315,870","₦ 350,000",10%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - White,,3.2
Apple,Apple IPhone 5S,"₦ 28,000","₦ 65,999",58%,Apple IPhone 5S - 16GB+1GB -8 MP- 4 Inch -iOS Smart Phone,,
Apple,Apple IPhone 5S-16G+1G,"₦ 27,700","₦ 78,990",65%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple IPhone 6s,"₦ 178,000",,,Apple IPhone 6s 4.7 Inch 16GB ROM+2GB-12MP+5MP-With Fingerprint(Refurbished)-Grey,4,4.8
Apple,"Apple IPhone 11,","₦ 350,000",,,"Apple IPhone 11, 6.1-Inch 64GB ROM 4G LTE Single Nano SIM - Green",,
Apple,Apple IPhone 5,"₦ 20,400","₦ 45,999",56%,Apple IPhone 5 16GB+1GB 4''  Inch Mobile Phone 8MP,1,4
Apple,Apple IPhone 4S,"₦ 14,990",,,"Apple IPhone 4S - 8GB, 3.5"" Screen Refurbished Smartphone – White",2,2.5
Apple,Apple IPhone 6,"₦ 150,000",,,Apple IPhone 6 4.7 Inch 1GB + 64GB 8MP + 1.2MP No Finger Sensor 4G LTE Smartphone (Gift) – Gold,,
Apple,Apple 12 Pro,"₦ 690,000",,,"Apple 12 Pro - 128GB, 6GB RAM, 6.1-Inch,(12MP+12MP+12MP) - GOLD",,
Apple,Apple IPhone 11,"₦ 510,000",,,"Apple IPhone 11 Pro Max 6.5-Inch Super Retina (4GB RAM, 64GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Gold",,
Apple,Apple IPhone 11,"₦ 470,000",,,"Apple IPhone 11 Pro 5.8-Inch (4GB RAM, 256GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Space Grey",1,4
Apple,Apple IPhone 8,"₦ 122,100","₦ 249,200",51%,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",,
Apple,Apple Iphone 12,"₦ 770,000",,,Apple Iphone 12 Pro Max 256GB - Gold,,
Apple,Apple Iphone 5,"₦ 23,500","₦ 40,000",41%,Apple Iphone 5 White 16gb Smart Phone Mobile Phone Screen Gift Accessories,,
Apple,Apple IPhone 6,"₦ 89,655","₦ 310,060",71%,Apple IPhone 6 Plus 5.5 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone ( Free Gift) – Gold,,
Apple,Apple IPhone 6,"₦ 73,110","₦ 232,708",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Gold,,
Apple,Apple IPhone 11,"₦ 430,000",,,"Apple IPhone 11 Pro 5.8-Inch (4GB RAM, 64GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Space Grey",,
Apple,Apple 12 Pro,"₦ 720,000",,,"Apple 12 Pro - 256GB, 6GB RAM, 6.1-Inch,(12MP+12MP+12MP) - GOLD",,
Apple,Apple IPhone 6,"₦ 53,800","₦ 120,000",55%,Apple IPhone 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Silver,,
Apple,Apple IPhone 4s,"₦ 12,000","₦ 38,000",68%,Apple IPhone 4s Black 8GB Smart Phone -Mobile Phone 3.5-inch Screen (Gift：accessories)(Refurbished),12,4.3
Apple,Apple IPhone 7,"₦ 92,500","₦ 188,800",51%,Apple IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Gold,1,5
Apple,Apple IPhone 6s,"₦ 178,000",,,Apple IPhone 6s 4.7 Inch 16GB ROM+2GB-12MP+5MP-With Fingerprint(Refurbished)-Gold,2,3
Apple,"Apple IPhone 11,","₦ 350,000",,,"Apple IPhone 11, 6.1-Inch 64GB ROM 4G LTE Single Nano SIM - Green",,
Apple,Apple Iphone 12,"₦ 646,000",,,Apple Iphone 12 Pro 256GB - Pacific Blue,,
Apple,Apple IPhone6S -,"₦ 63,500","₦ 100,990",37%,Apple IPhone6S - 16GB ROM - 2GB RAM - 4.7' - Rfurb Smartphone IPhone - Gold,,
Apple,Apple Iphone 5,"₦ 23,500","₦ 40,000",41%,Apple Iphone 5 White 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),2,3
Apple,Apple IPhone XS,"₦ 375,000",,,"Apple IPhone XS Max (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP Rom-Gold",,4.8
Apple,Apple IPhone 8,"₦ 122,100","₦ 249,200",51%,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Red",,
Apple,Apple IPhone 11,"₦ 510,000",,,"Apple IPhone 11 Pro Max 6.5-Inch, (4GB RAM, 64GB ROM )SINGLE -SIM,iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Space Grey",,
Apple,Apple IPhone 12,"₦ 465,999","₦ 590,999",21%,Apple IPhone 12  (64GB)  Blue - AAR,,
Apple,Apple IPhone 12,"₦ 484,999","₦ 600,999",19%,"Apple IPhone 12 6.1 Inches 4GB RAM, 128GB ROM, (12MP + 12MP) - Blue",,
Apple,Apple Iphone 12,"₦ 610,000",,,Apple Iphone 12 Pro 128GB - Gold,,
Apple,Apple IPhone 6Plus,"₦ 69,000","₦ 199,976",65%,"Apple IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 16GB ROM)IOS 1.2 8MP+7MP Smartphone–Grey",,
Apple,Apple IPhone 6,"₦ 53,500","₦ 120,000",55%,Apple IPhone 6 4.7 Inch 1GB + 16GB 8MP Finger Sensor 4G Smartphone (Free Gift) – Gold,,
Apple,Apple IPhone 11,"₦ 350,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Purple",2,4.5
Apple,Apple IPhone 6,"₦ 58,999","₦ 150,000",61%,Apple IPhone 6 4.7 Inch 1GB + 64GB 8MP + 1.2MP No Finger Sensor 4G LTE Smartphone (Gift) – Silver,,
Apple,Apple IPhone 8,"₦ 122,100","₦ 249,200",51%,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Black",,
Apple,Apple IPhone 12,"₦ 640,000",,,Apple IPhone 12 Pro (128 GB) - Pacific Blue,,
Apple,Apple IPhone 5S,"₦ 51,164","₦ 152,631",66%,Apple IPhone 5S 32GB Silver 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),1,5
Apple,Apple IPhone 5s,"₦ 83,000",,,Apple IPhone 5s 4.0-Inch 16GB ROM+1GB RAM (Refurbished) 8MP+1.2MP-Gold,3,5
Apple,"Apple IPhone 11,","₦ 365,000",,,"Apple IPhone 11, 6.1-Inch 128GB ROM 4G LTE Single SIM - White",1,5
Apple,Apple IPhone 6s,"₦ 74,500","₦ 189,000",61%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Grey,,
Apple,Apple IPhone 7,"₦ 168,000",,,"Apple IPhone 7 4.7 Inch 32GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Black",,
Apple,Apple 12 Pro,"₦ 690,000",,,"Apple 12 Pro - 128GB, 6GB RAM, 6.1-Inch,(12MP+12MP+12MP)  - Pacific Blue",,
Apple,Apple IPhone 11,"₦ 332,999","₦ 400,000",17%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone-Nano Sim-PURPLE",,
Apple,"Apple IPhone 11,","₦ 345,000",,,"Apple IPhone 11, 6.1-Inch 64GB ROM 4G LTE Single Nano SIM - Red",,
Apple,Apple IPhone XS,"₦ 270,000","₦ 399,000",32%,Apple IPhone XS 64GB - 1 Year Warranty - Gold,,
Apple,Apple IPhone 8,"₦ 121,700","₦ 135,300",10%,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Black",,
Apple,Apple IPhone 6s,"₦ 72,400","₦ 198,000",63%,Apple IPhone 6s 4.7'' (64GB+2GB) 12MP+5MP-With Fingerprint Sensor Smartphone(Refurbished)- Rose Gold,2,4.5
Apple,Apple IPhone 7,"₦ 168,000",,,"Apple IPhone 7 4.7 Inch 32GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Silver",1,5
Apple,Apple IPhone 7,"₦ 93,999","₦ 198,900",53%,Apple IPhone 7 4.7 Inch 2GB + 32GB 12MP + 7MP Finger Sensor 4G LTE Smartphone (Gift) – Gold,,
Apple,Apple Certified ,"₦ 26,800","₦ 65,999",59%,Apple Certified  IPhone 5C 16GB Smartphone-95% New,,
Apple,Apple IPhone 7,"₦ 92,500","₦ 188,800",51%,Apple IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Silver,,
Apple,Apple IPhone 12,"₦ 639,455","₦ 830,000",23%,"Apple IPhone 12 Pro - 256GB, 6GB RAM, 6.1-Inch, 5G, (12MP+12MP+12MP), 2815mAh-Blue",,
Apple,Apple IPhone 12,"₦ 699,999","₦ 900,999",22%,"Apple IPhone 12 Pro - 256GB, 6GB RAM, 6.1-Inch,(12MP+12MP+12MP) - Silver",,
Apple,Apple Iphone 12,"₦ 565,000",,,"Apple Iphone 12 6.1 Inches 4GB RAM, 256GB ROM, (12MP + 12MP), 2815mAh-Black",,
Apple,Apple Iphone 12,"₦ 714,000",,,Apple Iphone 12 Pro Max 256GB - Gold,,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 32GB ROM) IOS 10 12MP + 7MP Smartphone With Finger Sensor 4G LTE - Black",,
Apple,Apple IPhone 5,"₦ 20,400","₦ 45,999",56%,"Apple IPhone 5 - IOS 16GB 4.0"" 4G Smartphone - White/Black",1,4
Apple,Apple IPhone 6s,"₦ 72,400","₦ 198,000",63%,Apple IPhone 6s 4.7'' (64GB+2GB) 12MP+5MP-With Fingerprint Sensor Smartphone(Refurbished)-Silver,3,2.3
Apple,Apple IPhone 5,"₦ 20,400","₦ 45,999",56%,Apple IPhone 5 - 16GB ROM +1GB RAM -8 MP- 4 Inch - Apple Smartphones,,
Apple,Apple IPhone 11,"₦ 359,900","₦ 400,000",10%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM,128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone-Nano Sim- Purple",2,4.5
Apple,Apple IPhone 6Plus,"₦ 69,940","₦ 132,341",47%,"Apple IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 16GB ROM)IOS 1.2 8MP+7MP Smartphone–Silver",,
Apple,Apple IPhone 11,"₦ 325,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Green",1,5
Apple,Apple IPhone 7,"₦ 102,400","₦ 209,000",51%,Apple IPhone 7 4.7 Inch Refurbished Smartphone 128GB - Rose Gold,,
Apple,Apple IPhone 6,"₦ 73,110","₦ 232,708",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 6,"₦ 69,940","₦ 310,060",77%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Silver",,
Apple,Apple IPhone 6,"₦ 60,000","₦ 75,999",21%,Apple IPhone 6 4.7'' Fingerprint 1GB 32GB ROM IOS Smartphone,,
Apple,Apple Iphone 12,"₦ 605,000",,,Apple Iphone 12 Pro 128GB - Graphite,,
Apple,Apple IPhone 11,"₦ 325,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Red",1,5
Apple,Apple IPhone 7,"₦ 156,840","₦ 208,086",25%,Apple IPhone 7 128GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Jet Black),,
Apple,Apple IPhone 5,"₦ 20,400","₦ 45,999",56%,Apple IPhone 5  1+16GB 4.0 Inch Screen IOS Dual Core Cell Phone,3,3.7
Apple,Apple IPhone 11,"₦ 398,990","₦ 499,990",20%,Apple IPhone 11 128GB Black - 24 Month Warranty,,
Apple,Apple IPhone 11,"₦ 350,000","₦ 360,000",3%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Red",9,4.4
Apple,Apple IPhone 12,"₦ 665,999","₦ 900,999",26%,"Apple IPhone 12 Pro Max - 128GB, 6GB RAM, 6.7-Inch,(12MP+12MP+12MP) - Gold",,
Apple,Apple IPhone 7,"₦ 168,000",,,"Apple IPhone 7 4.7 Inch 32GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Rose Gold",,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Silver 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone XR,"₦ 244,000","₦ 550,000",56%,"Apple IPhone XR (3GB RAM, 64GB ROM) IOS 12 (12MP+7MP) - Blue",1,5
Apple,Apple IPhone 5S,"₦ 29,500","₦ 70,000",58%,Apple IPhone 5S - 16GB+1GB -8 MP- 4 Inch -Fingerprint Unlock  Refurbished Smart Phone-Silver,,
Apple,Apple IPhone 11,"₦ 580,000",,,"Apple IPhone 11 Pro Max (4GB RAM, 256GB ROM), Single Nano Sim (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Midnight Green",,
Apple,Apple IPhone 12,"₦ 465,999","₦ 600,999",22%,"Apple IPhone 12 6.1 Inches 4GB RAM, 64GB ROM, (12MP + 12MP) - Green",,
Apple,Apple IPhone X,"₦ 255,000","₦ 550,000",54%,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 64GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Silver",,
Apple,Apple IPhone 11,"₦ 359,900","₦ 400,000",10%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM,128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone- GREEN",,
Apple,Apple IPhone 6Plus,"₦ 69,000","₦ 199,976",65%,"Apple IPhone 6Plus 5.5-Inch  Fingerprint Sensor HD (1GB, 16GB ROM) IOS 1.2 8MP+7MP Smartphone–Gold",2,2.5
Apple,Apple IPhone 5S,"₦ 51,164","₦ 152,631",66%,Apple IPhone 5S 32GB Gold 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),,
Apple,Apple Iphone 5,"₦ 23,500","₦ 40,000",41%,Apple Iphone 5 White 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),1,5
Apple,Apple IPhone 7,"₦ 92,500","₦ 188,800",51%,Apple IPhone 7 4.7 Inch Refurbished Smartphone 32GB - Rose Gold,,
Apple,Apple IPhone 7,"₦ 320,588",,,Apple IPhone 7 Plus 5.5'' Inch 128GB+3GB-12MP+7MP Fingerprint Smartphone (Refurbished)-Black,,
Apple,Apple IPhone 7,"₦ 134,500","₦ 235,000",43%,Apple IPhone 7 Plus 5.5'' Inch (32GB+3GB) 12MP+7MP With Fingerprint Smartphone(Refurbished)-Rose Gold,1,5
Apple,Apple IPhone 6,"₦ 53,500","₦ 90,000",41%,Apple IPhone 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Silver,,
Apple,Apple Refurbished Apple,"₦ 34,400","₦ 70,300",51%,Apple Refurbished Apple IPhone 5s Smartphone 1+16GB-Silver,,
Apple,Apple IPhone 6S,"₦ 92,600","₦ 115,750",20%,Apple IPhone 6S Plus - 5.5'' - 16GB ROM - 2GB RAM - 12MP + 5MP - Fingerprint Smartphone - Rose Gold,1,3
Apple,Apple IPhone 8,"₦ 122,100","₦ 249,200",51%,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Gold",,
Apple,Apple IPhone XS,"₦ 399,000","₦ 659,999",40%,"Apple IPhone XS Max (4GB RAM, 512GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  Silver",,
Apple,Apple IPhone XR,"₦ 250,000","₦ 435,000",43%,"Apple IPhone XR (3GB RAM, 64GB ROM) IOS 12 (12MP+7MP) - White",1,5
Apple,Apple IPhone 11,"₦ 429,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 256GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - White",,
Apple,Apple IPhone 11,"₦ 350,000","₦ 360,000",3%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Green",1,5
Apple,Apple IPhone 11,"₦ 335,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Yellow",,
Apple,Apple IPhone 11,"₦ 540,000",,,"Apple IPhone 11 Pro Max, 6.5 Inch 64GB ROM 4G LTE Single SIM  - Gold",,
Apple,Apple IPhone 8,"₦ 245,000",,,"Apple IPhone 8 4.7 Inch 64GB ROM+2GB RAM (Refurbished,99%New) 12MP+7MP-Grey",2,4.5
Apple,Apple IPhone 6s,"₦ 70,000","₦ 189,000",63%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Grey,,
Apple,Apple IPhone 6s,"₦ 198,000",,,Apple IPhone 6s 4.7 Inch 64GB ROM+2GB-12MP+5MP-With Fingerprint(Refurbished)-Grey,1,5
