Brand,Laptop Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Hp,Hp Pavilion 15,"₦ 345,000",,,Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD  - Free USB Light For Keyboard+ Mouse+32GB Flash,,
Lenovo,"Lenovo THINKBOOK Plus,dual","₦ 530,000",,,"Lenovo THINKBOOK Plus,dual Screen 13” 256gb,8gb Ram,core I5,10th Gen,win10pro,Pen,fingerprint,touchscreen.",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 195,000","₦ 220,000",11%,Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp 15 Intel,"₦ 225,000",,,"Hp 15 Intel Corei3 2.3ghz 1tb HDD, 4GB RAM,Win10+mouse& Usbled",,
Hp,"Hp 15 Touch,Intel","₦ 250,000",,,"Hp 15 Touch,Intel Pentium 1TB HDD,4GB RAM WIN10 Touch Screen + 32GB Flash Drive",,
DELL,"DELL Latitude 9510,","₦ 630,000",,,"DELL Latitude 9510, 15'' Core I7, 16GB RAM 512GB SSD Backlit Keyboard, FP Reader Win 10 Pro",,
Hp,Hp Notebook- Intel,"₦ 340,000",,,Hp Notebook- Intel Corei7- 500Hard Drive- 16GB +4GB Dedicated RAM Windows10-Silver,,
Hp,Hp Pavilion 15,"₦ 355,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 16GB RAM- Backlit Keyboard,,
DELL,DELL XPS 9300,"₦ 700,000",,,"DELL XPS 9300 CORE I7-,512GB SSD 8GB RAM 13.4"" TOUCH, BACKLIT KEYBOARD FP Reader WIN 10 PRO+3in1 Printer",,
Hp,"Hp 15-da0033wm 15.6""","₦ 272,000",,,"Hp 15-da0033wm 15.6"" Touchscreen - Intel Core I3-8130U 2.2GHz 4GB RAM 1TB HD DVDRW Win 10+32GB Flash Drive",2,5
7,7 Inch Tablet,"₦ 20,750","₦ 62,250",67%,7 Inch Tablet A33Wifi Version Tablet High Definiton Screen Tablet Arm+Dsp Dual Core Ips Screen Gravity Sensor,,
Hp,Hp ProBook X360,"₦ 240,000",,,Hp ProBook X360 Intel Pentium 1.80 GHz 4GB RAM-128GB SSD Win 10,,
Hp,Hp Pavilion X360,"₦ 380,000","₦ 428,000",11%,"Hp Pavilion X360 15-Cr0002nia 1.6GHz- 3.4 GHz Turbo Boost Intel Core-i5 8250U - 8GB RAM, 1TB HDD - Win 10",,
Hp,Hp Pavilion 14,"₦ 315,500","₦ 350,000",10%,"Hp Pavilion 14 X360 Intel Core I3 (8GB RAM, 1TB HDD) Wins 10",,
Hp,Hp Probook 450,"₦ 684,000",,,"Hp Probook 450 G4, Core I7, 1TB, 8GB Ram, 15.6 Inch, Win10Pro+Antivirus N Bag+Flash",,
DELL,DELL Vostro 15,"₦ 299,000",,,DELL Vostro 15 Intel Core I5 (8GB RAM 1TB HDD) 15.6 Wins 10 Pro+ Free Mouse,,
Hp,Hp Pavilion Gaming,"₦ 450,000","₦ 540,000",17%,"Hp Pavilion Gaming Intel Core I5-9300h, 3gb Nvidia 8gb Ram,1tb Hdd+128gb Ssd, Backlit Keyboard",,
DELL,"DELL Latitude 7490,i5,256SSD/8gb","₦ 361,000","₦ 371,000",3%,"DELL Latitude 7490,i5,256SSD/8gb Back Lit Keyboard,Win10 Pro",,
Hp,Hp Notebook 15,"₦ 217,000",,,"Hp Notebook 15 Intel Core I3 (4GB RAM, 500GB HDD-WINDOW'S 10",,
Hp,Hp Pavilion 14,"₦ 325,000","₦ 330,000",2%,"Hp Pavilion 14 X360 Intel Core I3 2.2 UpTo 4.0Ghz (1TB,8GB HDD)Windows 10 +Headfone",,
Hp,Hp 15 Intel,"₦ 215,000",,,"Hp 15 Intel Pentium (1TB HDD, 4GB RAM,Wins10",,
Hp,Hp PROBOOK 650,"₦ 418,250",,,Hp PROBOOK 650 G4 CORE I7-7600U 256SSD 8GB BACKLIT KEYBOARD,,
DELL,DELL Inspiron 15-3567,"₦ 399,000","₦ 426,000",6%,"DELL Inspiron 15-3567 3.1GHz Turbo Boost Core-i5 7200U 15.6"" 8GB RAM/1TB HDD Netbook (Free Dos)",,
Hp,Hp 15 Intel,"₦ 230,000","₦ 240,000",4%,"Hp 15 Intel Core I3-2.0Ghz (4GB,1TB HDD) Windows 10 Laptop + Freebag Black",1,5
Hp,Hp PROBOOK 430,"₦ 320,000","₦ 330,000",3%,Hp PROBOOK 430 G6 8TH GEN INTEL CORE I3 8GB RAM 128GB SSD FINGERPRINT WIN 10 PRO,,
Hp,Hp Pavilion 15,"₦ 345,000","₦ 360,000",4%,"Hp Pavilion 15 X360 Intel Core I3 7100U 2.4Ghz (8GB RAM,1TB HDD)Touchscreen Windows 10",,
Lenovo,Lenovo THINKPAD 13,"₦ 480,000",,,"Lenovo THINKPAD 13 2ND GEN WINDOWS 10 256GB SSD 16GBRAM DUAL CORE(2 CORE) I7 2.7GHZ SILVER 7500U,13INCH ",,
DELL,DELL XPS 13-7390,"₦ 580,000",,,"DELL XPS 13-7390 2-IN-1,10TH GEN CORE I5-1035G1,256gbSSD 8gbRAM,13"" FHD TOUCH,BACKLIT,FP READER,WIN 10",,
Hp,Hp 15-NOTEBOOK PC,"₦ 325,000","₦ 348,000",7%,Hp 15-NOTEBOOK PC 10TH GEN INTEL CORE I5- 8GB RAM- 1TB HDD+128GB SSD-WIN 10,,
Lenovo,Lenovo INTEL® CELERON®,"₦ 172,999","₦ 198,000",13%,Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp Pavilion 14-10th,"₦ 460,000","₦ 500,000",8%,"Hp Pavilion 14-10th Gen Ci7-1065G7, 8GB, 1TB, 4GB Dedicated Graphics Backlit Keyboard, Win 10 Home",,
Lenovo,Lenovo Ideapad ,"₦ 176,900",,,"Lenovo Ideapad  Intel Celeron 1TB 4GB RAM HDD 15.6"" Wins 10",,
Hp,Hp Spectre13 X360,"₦ 765,000",,,"Hp Spectre13 X360 Intel Core I7-1065G7 16GB RAM, 512 SSD, Win10",,
Hp,Hp Pavilion 15,"₦ 415,000",,,"Hp Pavilion 15 Gaming Intel Core I5-9300h 3gb Nvidia 1TB HDD+128gb Ssd Ram 8GB RAM, Backlit Keyboard",,
Hp,Hp Notebook 15,"₦ 223,000","₦ 230,000",3%,"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG-  32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"", Win10",3,4
Compaq,Compaq 15 Intel,"₦ 217,000","₦ 218,000",1%,"Compaq 15 Intel Pentium Dualcore (500GB, 8GB RAM), WLAN, Bluetooth® 4.0, Webcam, Windows 10 +Bag",,
Lenovo,Lenovo Legion Y720,"₦ 763,500",,,"Lenovo Legion Y720 Core I7,1tb+512ssd/16gb,Nvidia 6GB Win10",,
Lenovo,Lenovo Ideapad ,"₦ 180,000",,,"Lenovo Ideapad  Intel Celeron 1TB 4GB RAM HDD 15.6"" Wins 10",,
Hp,Hp Notebook -,"₦ 350,000",,,Hp Notebook - 15-Da2871nia Core™ I5-10210u - 15.6-Inches Touchscreen - 8gb Ram - 1tb Hdd,,
Hp,Hp 15 Intel,"₦ 228,500","₦ 237,000",4%,"Hp 15 Intel Core I3-2.0Ghz(1TB,4GB )Wins 10+32gb Flash Drive ",1,4
Hp,Hp Notebook 15,"₦ 243,000","₦ 245,000",1%,Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 12GB RAM 1TB HDD,,
Hp,Hp 250 G6,"₦ 240,000","₦ 245,000",2%,"Hp 250 G6 Intel Core I3 4GB,1TB HDD 15.6-Inch Win 10 USB LAMP",,
Asus,Asus Mini E210m,"₦ 148,000","₦ 159,990",7%,Asus Mini E210m Intel Celeron 4GB RAM 128GB SSD 11.6'  Wins 10,,
Hp,Hp Notebook 15,"₦ 230,000","₦ 237,000",3%,"Hp Notebook 15 Intel Core I3 (4GB RAM, 500GB HDD+ Mouse- USB Light For Keyboard)",,
DELL,DELL LATITUDE 7400,"₦ 578,000","₦ 590,000",2%,DELL LATITUDE 7400 CORE I7 512GB 16GB 14’’ WIN 10 PRO,,
Hp,Hp Notebook 15-bs506na,"₦ 195,000",,,"Hp Notebook 15-bs506na 15.6"" Intel® Celeron® N3060 (1.6 GHz) 4GB RAM 1TB HDD NO DVD Windows 10+ 32gb Flash",,
Hp,Hp Pavilion 14,"₦ 388,000","₦ 410,000",5%,"Hp Pavilion 14 Intel Ci5-, 8gb Ram,1TB,HDD,2GB Nvidia Graphics Backlit Keyboard Win 10",,
Lenovo,"Lenovo Intel Celeron,","₦ 141,500","₦ 180,000",21%,"Lenovo Intel Celeron, 64GB, 4GB, Wins 10 Mini Laptop 11.6 Inches",,
DELL,DELL Latitude 5480:Intel,"₦ 420,250",,,"DELL Latitude 5480:Intel Core I7-7600U,2.8Ghz,500gb/8gb,Cam,Blth,Backlit Keyboard,Touch Screen,No Dvd Rom,""14"",Win10Pro",,
Hp,Hp Stream 11,"₦ 145,000","₦ 167,000",13%,Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc +HP MOUSE Wins10,,
Hp,Hp Probook 440,"₦ 595,000",,,"Hp Probook 440 Core I5, 500gb, 4gb Ram, Win10pro, +bag",,
Hp,Hp Notebook 15,"₦ 243,000",,,"Hp Notebook 15 Intel Core I3-12GB RAM, 1TB HDD-WIN 10- 10TH GEN",,
IPS,IPS Screen 10,"₦ 49,310","₦ 147,930",67%,IPS Screen 10 Inch Tablet Computer System Call Durable Screen WiFi Tablet Android Tablet Screen Durable Tablet PC,,
Hp,Hp Stream 11,"₦ 137,000","₦ 146,500",6%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Lenovo,Lenovo ThinkPad X1,"₦ 620,000",,,"Lenovo ThinkPad X1 Yoga 4th Windows 10 Pro - Intel I7-8650U,8th Gen ,512gb SSD, 16GB RAM,Touchscreen",,
Lenovo,"Lenovo ThinkPad T14,10TH","₦ 630,500",,,"Lenovo ThinkPad T14,10TH GEN I7,16GB 512GB SSD 14"",BACKLIT,Win10 Pro",,
Hp,Hp Intel Core,"₦ 330,000",,,Hp Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM - 1TB HDD - Win10 + 32GB FLASH,,
Hp,Hp 15-intel Corei5,"₦ 380,000",,,Hp 15-intel Corei5 Touchscreen-256GB SSD+16GB Optane /12GB RAM+ 32flash Mouse,,
Hp,Hp Pavilion 15,"₦ 367,000","₦ 380,000",3%,"Hp Pavilion 15 X360 Intel Core I5 1.6 UpTo 3.4Ghz (8GB RAM,1TB HDD)Wins 10+ Headfone",1,3
Hp,Hp 250 G6,"₦ 235,000","₦ 240,000",2%,Hp 250 G6 Intel Core I3 8GB 500GB For Keyboard WINs 10,,
Hp,Hp 15 Intel,"₦ 230,000",,,"Hp 15 Intel Pentium (1TB HDD, 8GB RAM,Windows 10 + Usb Led Light",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 195,000","₦ 220,000",11%,Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp Pavilion 15,"₦ 360,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 12GB RAM TOUCH Windows 10,,
Hp,Hp Pavilion X360,"₦ 365,000","₦ 395,000",8%,"Hp Pavilion X360 15 Intel Core I5 TOUCH (8GB RAM, 1TB HDD) 15.6-Inch Wins 10 + MOUSE",,
Hp,Hp Notebook 15,"₦ 233,500",,,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD)Mouse+USB Light For Keyboard 15.6-Inch Windows 10 Black Colour",,
Hp,Hp Pavilion 14,"₦ 315,000","₦ 350,000",10%,"Hp Pavilion 14 Convertible Intel Core I3-8130U 2.2GHz (4GB RAM,1TB HDD) Wins 10 - Silver",1,2
Hp,Hp 250 G6,"₦ 235,000","₦ 256,000",8%,"Hp 250 G6 Intel Core I3-6006U 2.0Ghz 1TB Hard Drive 4GB RAM 15 Inch DVD+RW Win 10 With 32gb Flash Drive,USB Light",,
Hp,Hp EliteBook 840,"₦ 635,950",,,"Hp EliteBook 840 G7 Intel Core I5 16GB RAM 512GB SSD 14"" Win 10",,
Hp,Hp Envy 13,"₦ 605,000",,,"Hp Envy 13 Intel Core I7 10th Gen (512GB SSD,16GB RAM 2GB Nvidia Graphics)Backlit/ Touch 13.3"" Wins 10",,
Hp,Hp 250 G7,"₦ 235,000","₦ 255,000",8%,Hp 250 G7 Intel Core I3 4gb Ram 1TB HDD Windows 10 + Bag.,,
Hp,Hp STREAM 11,"₦ 136,999","₦ 188,000",27%,Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,,
Hp,Hp 250 G,"₦ 230,000","₦ 255,000",10%,"Hp 250 G Series-Intel Core I3 (4GB, 500GBHDD) 15.6"" Windows 10 Laptop + Bag - Black- 32\GB Flash- USB Light",,
DELL,DELL Latitude 7270-,"₦ 450,000",,,DELL Latitude 7270- 256SSD Intel Core I7 8GB:RAM 12 INCH WIN10 PRO,,
Hp,Hp ELITEBOOK 820,"₦ 403,200",,,Hp ELITEBOOK 820 G4 CORE I5-7300U 8GB RAM 512SSD WIN 10Pro,,
Lenovo,Lenovo INTEL® CELERON®,"₦ 189,990","₦ 220,000",14%,Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,"Hp 240 G7,","₦ 245,000",,,"Hp 240 G7, CORE I3 1TB HDD 4GB RAM; 14"" HD",,
Lenovo,Lenovo Ideapad Intel,"₦ 298,000",,,"Lenovo Ideapad Intel Core I5 8GB/1TB HDD Wins 10 15.6""+free Mouse",,
DELL,DELL LATITUDE 5400,"₦ 535,500",,,DELL LATITUDE 5400 CI7 8TH GEN 512SSD 32GB BACKLIT KEYBOARD TOUCH,,
Hp,Hp Pavilion X360,"₦ 365,000","₦ 395,000",8%,"Hp Pavilion X360 15 Intel Core I5 TOUCH (8GB RAM, 1TB HDD) 15.6-Inch Wins 10 + MOUSE",,
Hp,Hp 15 Core,"₦ 390,000",,,Hp 15 Core I3  4GB 1TB Touchscreen Win 10 + BAG,,
Hp,Hp Pavilion 14,"₦ 322,000","₦ 338,000",5%,"Hp Pavilion 14 X360 Intel Core I3 2.1 UpTo 3.4Ghz (1TB, 8GB HDD)Wins10",1,4
Hp,Hp Pavilion 15,"₦ 348,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 12GB RAM- Backlit Keyboard,,
Hp,Hp 250G6 Intel,"₦ 230,000","₦ 240,000",4%,"Hp 250G6 Intel Core I3 (4GB,500GB HDD) Wins 10 + Free 32GB Flash Drive",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 190,000",,,Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Lenovo,Lenovo Ideapad Intel,"₦ 173,800","₦ 190,000",9%,Lenovo Ideapad Intel Celeron (4GB RAM/500GB HDD) Wins 10+ 32GB FLASH,,
Hp,Hp Notebook 15,"₦ 230,000","₦ 230,700",1%,"Hp Notebook 15 Intel Core I3 (4GB RAM, 500GB HDD  BAG- 32GB Flash+ Mouse- USB Light For Keyboard)15.6-Inch Windows 10 Black",,
Lenovo,Lenovo ThinkPad Yoga,"₦ 470,000",,,"Lenovo ThinkPad Yoga X380, Intel Core I7-8TH GEN, (8GB DDR4, 256GB SSD) 13.3""-Inch FHD Multi Touch, Windows 10 Pro Laptop",,
Hp,Hp 240 G7,"₦ 248,000","₦ 280,000",11%,"Hp 240 G7 Intel Core I3 (1TB HDD, 8GB RAM) Windows10 Pro",,
Lenovo,Lenovo YOGA 720-,"₦ 450,000",,,"Lenovo YOGA 720- 2-IN-1CONVERTIBLE,4K DISPLAY 7Th Gen  7500U,Intel Corei7,2.7GHz,512GB,8GB RAM, Nvidia 12.5NCH"" Windows 10- GREY",,
Hp,Hp 14 -,"₦ 325,000",,,Hp 14 - CORE I5-1035G1- 8GB - 1TB - 14''- Win 10 - Pale Gold,,
Hp,Hp 250 G7-intel,"₦ 245,000","₦ 268,000",9%,"Hp 250 G7-intel Core I3- 4GB RAM,500 GB HDD, Win 10 Pro",,
Asus,Asus X543UA Intel,"₦ 215,000","₦ 260,000",17%,"Asus X543UA Intel Core I3 4GB/1TB 15.6"" WIN 10 - Star Grey",,
Hp,Hp PAVILION X360,"₦ 458,000",,,Hp PAVILION X360 14- CORE I7-10510U 16GB 1TB  14” TOUCH WIN 10,,
DELL,DELL Inspiron 15-Intel,"₦ 225,000",,,DELL Inspiron 15-Intel Core I3-1005G1 15.6''1TB/4GB RAM Win10,,
Hp,Hp Laptop 15,"₦ 258,000",,,Hp Laptop 15 PC- Intel® Core I3-4 GB RAM 1TB HDD WIN 10,,
Hp,"Hp 15-Touchscreen 15.6""","₦ 325,000",,,"Hp 15-Touchscreen 15.6"" Core I5-10210U 8GB 2TB HDD,Win10",,
Hp,Hp NoteBook 14,"₦ 235,000",,,"Hp NoteBook 14 Intel Core I3-7020U 4GB 1TB 14"" Laptop",,
Hp,Hp 240 G7,"₦ 240,000",,,"Hp 240 G7 Intel Core I3 (1TB, 4GB RAM) Wins10 Pro",,
Hp,Hp Pavilion 15,"₦ 345,000",,,Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD  - Free USB Light For Keyboard+ Mouse+32GB Flash,,
DELL,DELL LATITUDE 5300,"₦ 418,000",,,DELL LATITUDE 5300 CORE I5-8665U 256GB SSD16GB RAM 1.9GHZ Win10,,
Lenovo,Lenovo YOGA Core,"₦ 492,000","₦ 530,000",7%,Lenovo YOGA Core I5 256GB SSD 8GB 14 Inches Windows 10 + Flash,,
Hp,Hp Notebook-15-TOUCHSCREEN PC,"₦ 330,000",,,"Hp Notebook-15-TOUCHSCREEN PC 10th Gen Intel® Core™ I5-10210U,8GB RAM, 2TB HDD, Win 10",,
Hp,Hp Pavilion Gaming,"₦ 410,000","₦ 450,000",9%,"Hp Pavilion Gaming Laptop- Core I5-9300h, 3gb Nvidia 8gb Ram,1TB+128GB SSD, Backlit Keyboard",,
Hp,Hp SPECTRE 15-EB0043DX,"₦ 790,000",,,"Hp SPECTRE 15-EB0043DX X360 Intel Core I7,10th Gen16gb RAM,512SSD+32GB Optane,2GB Nvidia,Win 10",,
Hp,Hp Stream 11,"₦ 137,000","₦ 156,500",12%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Lenovo,Lenovo Ideapad 330-151KB,"₦ 245,000",,,"Lenovo Ideapad 330-151KB Intel Core I3,1tb/4gb,,""15 Win 10",,
Hp,Hp 15 DA2915NIA,"₦ 431,000",,,"Hp 15 DA2915NIA Ci7 10th Gen,8GB,2TB,15.6"",TOUCHSCREEN,Win 10",,
Hp,Hp Pavilion 14,"₦ 320,000","₦ 350,000",9%,"Hp Pavilion 14 10th Gen Intel Core I3, 4gb, 1tb  Windows 10",,
Hp,Hp STREAM 11,"₦ 136,999","₦ 188,000",27%,Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,,
DELL,DELL Vostro 15,"₦ 230,000",,,"DELL Vostro 15 10th Gen Intel Core I3, 1TB,4GB RAM Windows 10 Pro",,
Pull-out,Pull-out Creative Stretch,"₦ 4,290","₦ 5,926",28%,Pull-out Creative Stretch 3d Mobile Phone Magnifier Dynamic And Durable 3D Screen Prevent Visual Fatigue Viewing 1 Pcs Red,,
Hp,Hp OMEN X,"₦ 1,350,000",,,"Hp OMEN X 15-dg0001na Core™ I7-9750H (2.6GHz Up To 4.5 GHz) 1TB SSD 64GB RAM,8GB NVIDIA RTX 2070",,
Hp,Hp ENVY X360,"₦ 532,900",,,Hp ENVY X360 M 2 IN 1 CORE I7- 10TH GEN 12GB 512SSD +32GB  ,,
Hp,Hp Pavilion X360,"₦ 395,000",,,"Hp Pavilion X360 15 Intel Core I5 Backlit Touchscreen (8GB RAM, 1TB HDD) 15.6-Inch Wins 10",,
Hp,Hp 15 Intel,"₦ 230,000","₦ 245,000",6%,Hp 15 Intel Core I3 (4GB/1TB HDD)WINS 10 Home Black Laptop Plus Free Flash Drive,2,4.5
3D,3D Wireless Optical,"₦ 3,360","₦ 6,719",50%,3D Wireless Optical 2.4G Car Shaped Mouse Mice 1600DPI USB For Computer Green-Lampblack,,
DELL,"DELL Latitude E5400,i5,256gb","₦ 366,000","₦ 373,000",2%,"DELL Latitude E5400,i5,256gb SSD/8gb Win 10 Pro",,
Hp,Hp Pavilion 13,"₦ 315,000","₦ 340,000",7%,"Hp Pavilion 13 10th Gen Core I3,256SSD,4GB RAM,Backlit Keyboard, Fingerprint Reader Wins 10",,
Hp,Hp 15 Intel,"₦ 270,000",,,"Hp 15 Intel Corei3( 1tb HDD, 4gb RAM,) Touchscreen Windows 10 +32GB Flash Drive, Mouse Back",,
Hp,Hp 250 G5,"₦ 240,000","₦ 255,000",6%,"Hp 250 G5 Intel Core I3 (4GB RAM,1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) Windows 10",,
Intellectual,Intellectual Notebook Notebook,"₦ 278,000",,,Intellectual Notebook Notebook Laptop,,
DELL,DELL Vostro 5490-10th,"₦ 550,000",,,"DELL Vostro 5490-10th Gen, Intel  I7  512ssd 16gb 14 Inch",,
Hp,Hp 15 Intel,"₦ 225,000",,,"Hp 15 Intel Pentium (1TB HDD, 8GB RAM,Windows 10 + Usb Led Light",,
DELL,DELL XPS 13,"₦ 666,500",,,DELL XPS 13 7390: Core I7 1.8GHz 256SSD 8GB Backlit Win10,,
Hp,Hp Pavilion 14,"₦ 380,000",,,Hp Pavilion 14 CE3065NIA Intel Core I5-1035G1 Laptop 14 Inch 8 GB RAM 1 TB Hard Drive,,
Lenovo,"Lenovo THINKBOOK Plus,dual","₦ 530,000",,,"Lenovo THINKBOOK Plus,dual Screen 13” 256gb,8gb Ram,core I5,10th Gen,win10pro,Pen,fingerprint,touchscreen.",,
Hp,"Hp SPECTRE15"" X360,10TH","₦ 835,000",,,"Hp SPECTRE15"" X360,10TH GEN ,CORE I7, 512SSD+32GB OPTANE/16GB RAM,2GB NPVIDIA,TOUCH,BACKLIT 4K DISPLAY,WIN10 + 3 In 1 Printer",,
Asus,Asus G703GS-E5001R ,"₦ 1,250,000",,,"Asus G703GS-E5001R  CoreI7,512GB+1TB 32gb,Nvidia 8GB,""17,Win10Pro",,
Replacement,Replacement LCD Display,"₦ 1,240","₦ 1,488",17%,Replacement LCD Display FPC Plug Connector For Ipad Air,,
Hp,Hp 250 G6,"₦ 230,000","₦ 250,000",8%,"Hp 250 G6 Intel Core I3 4GB Ram,500GB HDD 15.6 Wins 10 + Mouse, Usb Light",,
Hp,Hp Pavilion 15,"₦ 405,000",,,Hp Pavilion 15 Gaming Core I5 8GB 1TB 3GB Nvidia KEYBOD LITE,,
Hp,Hp Notebook 15,"₦ 410,000",,,"Hp Notebook 15 Intel Core I5, 12GB RAM/2TB HDD, 15.6'' Dvd Writer, Windows 10+32GB FLASH",,
Hp,Hp 22-c0546nh All-in-one,"₦ 402,600","₦ 426,000",5%,"Hp 22-c0546nh All-in-one Ci5 8gb 1tb 16gb Ssd, 9CT02EA.",,
Hp,Hp STREAM 11,"₦ 136,999","₦ 188,000",27%,Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,,
Hp,Hp 240 G7,"₦ 255,000",,,"Hp 240 G7 Intel Core I3 1TB HDD 12GB RAM 14"" Win 10+ 32GB FLASH",,
Hp,Hp 15 DA291,"₦ 323,000",,,Hp 15 DA291 CORE I5 2TB 8GB TOUCHSCREEN WIN 10,,
Hp,Hp Pavilion 14,"₦ 360,000",,,Hp Pavilion 14  Core I5 10th Gen 8GB 1TB Backlit Keyboard Win10,,
Hp,Hp 15 Intel,"₦ 230,000","₦ 250,000",8%,"Hp 15 Intel Core I3 2.0Ghz (4GB RAM,500GB HDD +free Bag) Windows 10 Laptop",1,5
Lenovo,Lenovo Laptop,"₦ 189,000","₦ 190,000",1%,Lenovo Laptop,,
Lenovo,Lenovo Ideapad ,"₦ 172,000",,,Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,,
Hp,Hp Notebook Intel,"₦ 340,000",,,Hp Notebook Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM -1TB HDD -Win 10 +,,
Hp,Hp 15 Notebook,"₦ 450,000",,,Hp 15 Notebook Intel CoreI5 8GB RAM 512GB 15.6 Touch  Win 10,,
Lenovo,Lenovo Ideapad 330-Intel,"₦ 180,000","₦ 245,990",27%,Lenovo Ideapad 330-Intel Celeron-N4000-Dual Core 4GB-1TB DVD-Win10,,
Hp,Hp Notebook 15.6″,"₦ 380,000",,,Hp Notebook 15.6″ Intel Core I5 (8GB RAM + 512GB SSD) 10th Gen,,
DELL,DELL LATITUDE 5300,"₦ 435,000",,,"DELL LATITUDE 5300 2-in-1 CORE I5-1.6GHZ  512GB SSD 8GB RAM,Touchscreen,Backlit Keyboard,Win10 Pro",,
Hp,Hp Stream 11,"₦ 137,000",,,Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc +usb Light Wins10,,
DELL,DELL G3 15-,"₦ 430,000",,,"DELL G3 15- 5500,Core I5, 10th Gen,512 SSD 8GB RAM 4gb Nvidia -Backlit Keyboard,WIN 10",,
Hp,Hp 250 G6,"₦ 232,000","₦ 245,000",5%,"Hp 250 G6 Intel Core I3 (8GB,1TB HDD + Led Lamp) 15.6"" Wins 10",,
Portable,Portable Size Tablet,"₦ 19,770","₦ 59,310",67%,Portable Size Tablet 7 Inch Tablet For Allwinner A33 Tablet PC 512MB+ 4GB,,
DELL,DELL Latitude 5490,"₦ 395,000","₦ 420,000",6%,"DELL Latitude 5490 Intel Core I5-8250U,1.6 Up To 3.4GHz(8GB RAM,500HDD)14inch Win10Pro +free Bag",,
Lenovo,"Lenovo Thinkpad P51,","₦ 590,000",,,"Lenovo Thinkpad P51, INTEL XEON,15inch, CORE I7, 512GB SSD16gb MEMORY UP TO 64GB RAM Win10 Pro 7TH GEN 4GB NVIDIA QUADRO M2200",,
Hp,Hp Spectre 13,"₦ 739,000",,,"Hp Spectre 13 X360 10th Gen CORE I7 512GB SSD 16GB RAM,TOUCH,BACKLIT KEYBOARD,STYLUS PEN Gem Cut",,
Lenovo,"Lenovo Thinkpad P52s,15inch,","₦ 585,000",,,"Lenovo Thinkpad P52s,15inch, CORE I7, 512gb SSD ,16gb RAM 8550u, 2GB Nvidia Quadro P500, 8th Gen,backlit,fingerprint",,
Hp,Hp Pavilion 13,"₦ 315,000","₦ 320,000",2%,"Hp Pavilion 13 Intel Core I3-1005G1,256GB,4GB, Backlit Keyboard Wins 10",,
Hp,Hp Pavilion 11,"₦ 245,000","₦ 280,000",13%,"Hp Pavilion 11 X360 Intel Pentium( 4GB,128GB SSD)Windows 10",,
Lenovo,Lenovo Ideapad 720S-131KB,"₦ 310,000",,,"Lenovo Ideapad 720S-131KB Intel Core I5 1.8Ghz (8GB RAM,256 SSD) Windows 10 HOME",,
Lenovo,Lenovo ThinkPad Yoga,"₦ 480,000",,,"Lenovo ThinkPad Yoga X380, Intel Core I7-8TH GEN, (8GB  256GB SSD) 13.3""-Inch Laptop",1,5
